subject_id,session_id,condition_label,task_label,network_label,n_timepoints,m_mean,m_std,m_median,m_iqr,m_mad,d_mean,d_std,d_median,d_iqr,d_mad,e_mean,e_std,e_median,e_iqr,e_mad,trace_mean,trace_std,frobenius_mean,rotation_norm_mean,anisotropy_mean,strat9_condition_number,strat9_pc1_var,strat9_pc2_var,strat9_pc3_var,strat9_pc1_3_cumulative_var,strat9_falsified
sub-S200116,ses-01,,cognitive_control,frontal,227,-0.0535566471517086,0.9332537651062012,-0.015887591987848282,1.0713231265544891,0.5320178270339966,0.10069483518600464,0.7092632055282593,0.10052301734685898,1.026166319847107,0.5158142447471619,-0.03056931681931019,0.46692952513694763,-0.021775443106889725,0.5933085680007935,0.2991378903388977,-0.023697378113865852,0.3628219962120056,0.7104136943817139,0.4502672553062439,32.60807900450259,13.212933939261124,0.49414097795842515,0.16684432447960018,0.1357754844504912,0.7967607868885165,0.0
sub-S200116,ses-01,,cognitive_control,central,227,-0.10952330380678177,0.9082978367805481,-0.040325362235307693,0.9814156144857407,0.49128732085227966,0.1064070463180542,0.7406480312347412,0.07948734611272812,0.9337466359138489,0.47437724471092224,-0.01625651679933071,0.6149360537528992,0.007497903425246477,0.8148345947265625,0.40903139114379883,0.1110316812992096,0.43177857995033264,0.7088014483451843,0.4231470823287964,34.99737262196729,15.51052067147412,0.44105606138903586,0.19503016860372985,0.13873184408291483,0.7748180740756805,0.0
sub-S200116,ses-01,,cognitive_control,parietal_occipital,227,-0.06302329897880554,0.8679550886154175,0.008054545149207115,1.008790910243988,0.5109488368034363,0.023477477952837944,0.7957668304443359,0.07952909171581268,1.1087545156478882,0.5044187307357788,0.02591068483889103,0.5889949202537537,-0.055705759674310684,0.7803115844726562,0.3897882401943207,0.0346318818628788,0.3469701409339905,0.788437008857727,0.5051647424697876,45.95158452198774,12.405962465840371,0.41366192047493044,0.21664617441709863,0.12196258985860932,0.7522706847506384,0.0
sub-S200116,ses-01,,cognitive_control,temporal,227,-0.004599209874868393,0.6327460408210754,0.0006326206494122744,0.8848817348480225,0.4444916546344757,-0.031278349459171295,0.7614045739173889,0.05094718188047409,1.0889002084732056,0.5195375680923462,0.06983936578035355,0.5223819017410278,0.07962241023778915,0.7120214253664017,0.35984158515930176,-0.029978986829519272,0.30379337072372437,0.6333752274513245,0.39271894097328186,51.953287300669075,19.195287171348596,0.41081659874204424,0.2116784212650333,0.14952645129678666,0.7720214713038642,0.0
sub-S200116,ses-01,,gambling,frontal,875,-0.046754010021686554,0.8607708811759949,0.04434836283326149,0.8989123553037643,0.4533586800098419,0.10685659945011139,0.8741214871406555,0.04233706742525101,0.9661232978105545,0.48783302307128906,0.06224803999066353,0.8079718351364136,0.022074392065405846,0.9936115741729736,0.48696449398994446,-0.011846683919429779,0.5669423937797546,0.933944582939148,0.5598313808441162,97.91644893045002,8.832778638981942,0.3250271700779272,0.22901488792026944,0.17839496988137035,0.732437027879567,0.0
sub-S200116,ses-01,,gambling,central,875,-0.040936969220638275,0.8722398281097412,0.008067666552960873,0.9660765081644058,0.485588401556015,0.1554403007030487,0.9327864050865173,0.04331621900200844,0.9132898151874542,0.4554627239704132,0.08149264752864838,0.9271727204322815,0.02164519764482975,1.0450388044118881,0.5190016031265259,-0.06110003963112831,0.5424412488937378,0.934894323348999,0.5446261167526245,61.33035628064882,9.140077295398596,0.300804647779467,0.25073241040603145,0.18602193628991054,0.7375589944754091,0.0
sub-S200116,ses-01,,gambling,parietal_occipital,875,-0.03949430584907532,0.89068204164505,0.03030967153608799,0.9972184002399445,0.5007031559944153,0.21406862139701843,1.0525095462799072,0.07213027030229568,1.0206798613071442,0.5118865966796875,0.1441110372543335,0.9923487901687622,-0.005569747649133205,0.9650923758745193,0.47973302006721497,-0.06406117975711823,0.5773155093193054,0.9340682029724121,0.5369200706481934,52.74141561769683,9.6207130015836,0.29109039209014803,0.2505408974808911,0.22186300345098195,0.7634942930220211,0.0
sub-S200116,ses-01,,gambling,temporal,875,0.018891489133238792,0.777509331703186,0.03759249299764633,0.8372039496898651,0.4190915524959564,0.10917622596025467,1.0574244260787964,0.028766410425305367,1.1167367696762085,0.5552790760993958,-0.1452561914920807,0.7184596657752991,-0.04445211589336395,0.9513330012559891,0.45330023765563965,-0.011377894319593906,0.49507731199264526,0.8930203914642334,0.5383976697921753,523.6436545137111,14.15604002551195,0.3969553502455778,0.2005836735826862,0.15449821251286405,0.7520372363411281,0.0
sub-S200116,ses-01,,rest,frontal,126,0.19820283353328705,1.0838885307312012,-0.09283895790576935,1.132246732711792,0.5364084243774414,0.40215256810188293,1.3311225175857544,0.07879142463207245,0.9467024654150009,0.47336840629577637,0.13785459101200104,0.7980788946151733,0.05913342535495758,0.8968653753399849,0.44334450364112854,-0.09951337426900864,0.3475493788719177,0.8718554377555847,0.5688756108283997,46.27434984437322,10.432594549205506,0.48287796155968926,0.16048048411607038,0.1300052496884387,0.7733636953641984,0.0
sub-S200116,ses-01,,rest,central,126,0.15732692182064056,1.0644447803497314,0.009675529785454273,1.1173783540725708,0.5889638662338257,0.2931908965110779,1.371199131011963,-0.029195735231041908,1.0317995846271515,0.501335859298706,0.030722280964255333,0.869172215461731,0.0657338947057724,1.2115290313959122,0.5693389177322388,-0.0629473403096199,0.5480103492736816,0.9625022411346436,0.6169764399528503,385.251593921171,9.39130162748355,0.4424063795664992,0.21364796182908813,0.13611982298328906,0.7921741643788763,0.0
