subject_id,session_id,condition_label,task_label,network_label,source_block,target_block,n_timepoints,block_trace_mean,block_frobenius_mean,block_anisotropy_mean,c_sym_mean,c_rot_mean
sub-S200120,ses-01,,gambling,frontal,e,m,896,,0.9964849352836609,,0.7548858788556168,0.7690687894621151
sub-S200120,ses-01,,gambling,frontal,e,d,896,,1.1158126592636108,,0.7536042469493228,0.7605456713195349
sub-S200120,ses-01,,gambling,frontal,e,e,896,0.06480666249990463,0.8643504977226257,320.08056240007113,,
sub-S200120,ses-01,,gambling,central,m,m,896,0.012318896129727364,1.1336244344711304,179.50708533680145,,
sub-S200120,ses-01,,gambling,central,m,d,896,,1.400870442390442,,0.8643235848254005,0.8736046254634857
sub-S200120,ses-01,,gambling,central,m,e,896,,1.1430829763412476,,0.7394934287107231,0.7345244224606211
sub-S200120,ses-01,,gambling,central,d,m,896,,0.9330691695213318,,0.8643235848254005,0.8736046254634857
sub-S200120,ses-01,,gambling,central,d,d,896,0.03732666000723839,1.1185117959976196,116.16300233311834,,
sub-S200120,ses-01,,gambling,central,d,e,896,,0.9324478507041931,,0.711985709233172,0.7225204536345448
sub-S200120,ses-01,,gambling,central,e,m,896,,0.8528635501861572,,0.7394934287107231,0.7345244224606211
sub-S200120,ses-01,,gambling,central,e,d,896,,1.0282437801361084,,0.711985709233172,0.7225204536345448
sub-S200120,ses-01,,gambling,central,e,e,896,0.007095589768141508,0.7960936427116394,73.2402905223087,,
sub-S200120,ses-01,,gambling,parietal_occipital,m,m,896,0.010815481655299664,1.1293179988861084,164.88528638971465,,
sub-S200120,ses-01,,gambling,parietal_occipital,m,d,896,,1.2418278455734253,,0.9265005467522064,0.9348192584494617
sub-S200120,ses-01,,gambling,parietal_occipital,m,e,896,,1.0300092697143555,,0.723802859801174,0.7398837683618202
sub-S200120,ses-01,,gambling,parietal_occipital,d,m,896,,1.2738479375839233,,0.9265005467522064,0.9348192584494617
sub-S200120,ses-01,,gambling,parietal_occipital,d,d,896,-0.07341077923774719,1.390138864517212,114.12524895793374,,
sub-S200120,ses-01,,gambling,parietal_occipital,d,e,896,,1.1394683122634888,,0.8050518849285391,0.8151640626341438
sub-S200120,ses-01,,gambling,parietal_occipital,e,m,896,,0.9694722890853882,,0.723802859801174,0.7398837683618202
sub-S200120,ses-01,,gambling,parietal_occipital,e,d,896,,1.0733798742294312,,0.8050518849285391,0.8151640626341438
sub-S200120,ses-01,,gambling,parietal_occipital,e,e,896,-0.06302031129598618,0.8676816821098328,156.47410148488862,,
sub-S200120,ses-01,,gambling,temporal,m,m,896,-0.016400687396526337,0.9211556315422058,291.4889104071613,,
sub-S200120,ses-01,,gambling,temporal,m,d,896,,0.888745903968811,,0.8651269134592423,0.8736055922054871
sub-S200120,ses-01,,gambling,temporal,m,e,896,,0.8698374032974243,,0.6607902849580618,0.6696941339529601
sub-S200120,ses-01,,gambling,temporal,d,m,896,,1.4315783977508545,,0.8651269134592423,0.8736055922054871
sub-S200120,ses-01,,gambling,temporal,d,d,896,0.0018459742423146963,1.3013495206832886,108.29722161167686,,
sub-S200120,ses-01,,gambling,temporal,d,e,896,,1.3103951215744019,,0.8010793614974224,0.8045899302467404
sub-S200120,ses-01,,gambling,temporal,e,m,896,,0.9271281361579895,,0.6607902849580618,0.6696941339529601
